,Unnamed: 0,username,content,date,country,sentiment
136,136,lawalkyd,D Day of electoral college vote #TeamBiden,2020-12-14 08:49:46+00:00,Saudi Arabia,Pro Biden
137,137,RupeshRaushan20,@JoeBiden Congratulations dear president ✌♥️,2020-11-14 00:10:27+00:00,China,Pro Biden
138,138,MelCawley,"@SambasFather @JoeBiden @BarackObama @JasonMillerinDC @kayleighmcenany @EricTrump @DonaldJTrumpJr @realDonaldTrump #SleepyJoe v #DozzyDon 
I wouldn't take it seriously but Rudy called the fuzz. You are right no explanation required. 
Guy lives in LA brings laptop to Delaware. Forgets it. 
Laptop repair guy happens to read all the emails. Totally fine.",2020-10-21 23:14:12+00:00,UK,Pro Trump
139,139,UKEmpLawyer,"Game on!
@Dv81Grey @HiptoroNews @LATiffani1 @formulalol @JamesPidd @McUkes @kwick1988 @michaelmeans49 @britishbullybee
#Trump2020 https://t.co/55aB0ihwK3",2020-11-10 16:15:22+00:00,UK,Pro Biden
140,140,MrinalShankar6,@JoeBiden congratulations to New president of U.S.A https://t.co/FMrJT6Juvu,2020-11-08 02:52:45+00:00,China,Pro Biden
141,141,PS_Vieira,Congratulations @KamalaHarris &amp; @JoeBiden https://t.co/dWqo0pYTfc,2020-11-07 17:28:32+00:00,Brazil,Pro Biden
142,142,tjsecor,"@LilieZendel I’m baffled how this blatant corruption and protecting of convicted criminals is #MAGA?

Aren’t they supposed to be the party of #LawAndOrder 🤷🏻‍♂️

These #pardons are/should be an apolitical issue. Doesn’t it simply boil down to right and wrong?

#sad | #unamerican | #enough https://t.co/hcIfpvq0dS",2020-12-23 17:37:29+00:00,UK,Pro Trump
143,143,MoonyemM,"@JoeBiden congratulations ....
Hope you will not do the same mistake what Tramp did",2020-11-07 18:57:43+00:00,South Korea,Pro Biden
144,144,Chazzmission,@JoeBiden looking on track to be the first president since 2016 to have never been nailed by a Stone Cold Stunner @steveaustinBSR #ElectionResult2020 #USElections #TrumpvsBiden #gimmeahellyeah https://t.co/wYuPyrDny0,2020-11-05 15:10:58+00:00,UK,Pro Biden
145,145,Prash_Chainani,"@realDonaldTrump You smashed the voting record. You had the largest turn out despite COVID. 
You’re the biggest political force in the world and it’s time to show the deep state what real power is once you’re elected for a second term!
#DrainTheSwamp",2020-11-12 06:06:58+00:00,India,Pro Trump
146,146,ALamiri,@orchardcitygal @Hasan1ot @CNN Barack Obama wants to deliver the sleepy joe to the presidency to complete his romantic plan with the snake regime in Iran behind the scenes.😏viva la #Trump 😁🇺🇸 https://t.co/BtLJDMkuod,2020-09-12 05:53:52+00:00,Saudi Arabia,Pro Trump
147,147,CamberleyDan,"Suddenly 2020 is starting to take a turn for the better! 
Huge congratulations @KamalaHarris! 
.
#HarrisBiden #Harris #ByeByeTrump https://t.co/w19HboeL41",2020-11-08 20:08:26+00:00,UK,Pro Biden
148,148,Pedro_AugustoCO,"@KamalaHarris @JoeBiden congratulations kamala, good luck in this new phase of your life our vice president.",2020-11-07 17:21:06+00:00,Brazil,Pro Biden
149,149,bocar488,"Ooff that’s all!! PUM!! In the face!! #DonalTrump 
#MakeAmericaGreatAgain ❤️💙
#Debates  #Debates2020  
#Trump #SleepyJoe
#DebateTuesday #Trump2020 💙 https://t.co/Xlklf6cPsk",2020-09-30 05:05:27+00:00,Mexico,Pro Trump
150,150,Gavygav,"Now let the rebuilding of the America begin. Well...let’s hope so
#USElections",2020-11-07 17:51:52+00:00,UK,Pro Biden
151,151,zllandfavs,YG ft. Nipsey Hussle - FDT (Fuck Donald Trump) Lyrics https://t.co/7TNou6SZJ1 via @YouTube,2020-11-07 21:33:00+00:00,Brazil,Pro Biden
152,152,carboncoach,"While we're talking about bullying at the 'heart' (sic) of this British government, worth noting, surely, that the badly bullied American people have just voted OUT their bully-in-chief?  

Not sure why it's taking Brits so long to figure, but we will

#Biden time",2020-11-24 06:21:01+00:00,UK,Pro Biden
153,153,Silvana09107856,"I, as a Brazilian, sympathize with the world for the victory of Joe Biden",2020-11-08 12:31:18+00:00,Brazil,Pro Trump
154,154,Bhaggy1008,@soloyochapin @realDonaldTrump @MarkMeadows @senatemajldr @kevinomccarthy @SpeakerPelosi @SenSchumer Don't worry about sleepy Joe - China paid his and probably the others too.,2020-10-07 07:21:27+00:00,India,Pro Trump
155,155,TheNakedJedi,"Just because the outcome did not meet your expectations does not mean the other side cheated. Trump was the worst President in US history. He nearly destroyed the economy. Everyone hates him. His daughter and 3 wives are bulimic.

Why would anyone be surprised he lost? https://t.co/QOZVc6oVS8",2020-12-10 10:43:44+00:00,Brazil,Pro Biden
156,156,SaddamSaddat,President Trump https://t.co/D9CyVPmP4Y,2020-12-10 01:22:44+00:00,China,Pro Trump
157,157,revanthrocks98,@JoeBiden Enjoy the side effects bro🎉🎊😈💉🥳,2020-12-22 03:25:21+00:00,India,Pro Biden
158,158,AmaniGebri,"Oh my God ! I am so thrilled, millions and millions of American citizens voted to save America,for a better America.Finally some good news in this 2020.😍
Ah, I forgot, bye bye Trump👋🏽🤩
#PresidentialElection #ByeByeTrump #BidenHarris #2020Election #BidenHarris2020",2020-11-07 17:22:08+00:00,Israel,Pro Biden
159,159,maryisa87463040,@VoteRed_ @my3monkees I m ok with a President that don’t take shit from anybody!!! BIDEN STARTED THE INTERRUPTION!!!!,2020-10-01 02:22:10+00:00,Canada,Pro Biden
160,160,michaeljlucas,Classic! #Trump2020 https://t.co/56X40HsMZT,2020-11-07 19:21:54+00:00,UK,Pro Trump
161,161,jmath1983,"Hello Mr. President @realDonaldTrump and Mr. President elected @JoeBiden, please don't take any war declarations from @jairbolsonaro seriously. He's the dumbest person in Brazil. We are a peaceful nation. Please don't drop any nuclear bombs here. #peace",2020-11-11 02:10:26+00:00,Brazil,Pro Biden
162,162,dyd25257145,@NEUnion Stop calling us heroes and ballot for action!,2020-12-19 20:09:05+00:00,UK,Pro Biden
163,163,vaseline_shrek,@NirupamKhanal I thought trump was the war guy,2020-11-20 07:37:20+00:00,China,Pro Trump
164,164,wellsbones,Donald Trump is the worse and the most pathetic loser ever!,2020-11-05 00:15:09+00:00,Brazil,Pro Trump
165,165,NsikakFrancis23,"@DonaldJTrumpJr You know the truth. Let the media report whatever they like, Trump is wining again. God is with him. #MakeAmericaGreatAgain #realDonaldTrump",2020-10-18 13:36:18+00:00,Saudi Arabia,Pro Trump
166,166,hobin_nicholas,@RepClayHiggins @realDonaldTrump Weren’t you on the same election card as @JoeBiden ? So shouldn’t we investigate your election turnout as well ? Or do the rules not apply ? #BidenHarris2020,2020-12-21 17:02:31+00:00,Canada,Pro Biden
167,167,Okechuk30681148,Very firmly for Mr Donald J. Trump. https://t.co/i8bQOpkWQg,2020-11-13 18:22:32+00:00,Saudi Arabia,Pro Trump
168,168,RahulPandeyUCI,"Congratulations to @JoeBiden and @KamalaHarris 
Well done America. 
Hope the ties with India emerges stronger.

#BidenHarris2020 #USAelection2020 #KamalaHarris",2020-11-07 17:40:44+00:00,South Korea,Pro Biden
169,169,formypk,"Namaste @JoeBiden 
Congratulations for your victory and hope to see a new America...",2020-11-08 04:13:50+00:00,China,Pro Biden
170,170,FireyhunF,"Say it with me.. 

#FuckTrump #TrumpTenefa 

@the_kidanekal @Gfasil https://t.co/GEfu7cdEuW",2020-10-23 22:24:45+00:00,Saudi Arabia,Pro Biden
171,171,rabml,@JoeBiden  @KamalaHarris Brazil sees a more beautiful horizon with the election of Biden-Harris!  Thank you for giving us hope for a better world!  May Brazil follow the same steps! 🙏🏻,2020-11-07 22:08:04+00:00,Brazil,Pro Biden
172,172,jspence32208074,"@macleans Final Trump is President of the USA and with his soon to be electoral win, he will stay in his his rightful occupation as President. Corruption and manipulation by the left will be discovered.",2020-12-27 23:45:17+00:00,Canada,Pro Trump
173,173,nikkicrowley1,Here’s hoping 🙏🏻🤞🏻 #VoteHimOut https://t.co/ysRWwCBOqN,2020-11-03 12:48:50+00:00,UK,Pro Biden
174,174,gentablakaj,Congratulations Joe Biden the new President.. 👏🏻,2020-11-07 18:16:34+00:00,Russia,Pro Biden
175,175,BindraMitalee,@JoeBiden Absolutely 👌👌,2020-12-25 04:57:56+00:00,India,Pro Biden
176,176,MICH3L3_HAM,@DonaldJTrumpJr You’re done old man...go home. This country has spoken with this election. Spoke loud and clear...you’re fired!!!! Byedon!#BidenHarris2020 #blm #COVID19,2020-11-07 12:02:37+00:00,Canada,Pro Biden
177,177,ManuelPolo650,"@jack 
It seems that Donald Trump is not untouchable in the networks.  Now they close the broadcasts of his speeches.  I see where the ""truth"" is.",2020-11-07 12:55:38+00:00,Brazil,Pro Trump
178,178,DustinCzarny,For the GOP Senators and public officials feigning outrage over Trumps pardons and attacks on Democracy....you had a chance to stop all of this in February with impeachment.  You chose party over country.,2020-12-24 11:46:30+00:00,Canada,Pro Trump
179,179,el_reportero,@prashantrao @realcpaz Mexico’s populist president probably would prefer four more years of Trump,2020-10-27 02:03:38+00:00,Mexico,Pro Biden
180,180,el_prospy,@KamalaHarris @JoeBiden More wisdom to you folks 🙏,2020-12-29 02:16:44+00:00,South Korea,Pro Biden
181,181,tendulkar_sk,I was knowing that this guys has burried some secret of president Trump secrets with his position.🤔🤔🤔😔😔 https://t.co/APijnUNB4c,2020-12-01 03:17:04+00:00,China,Pro Trump
182,182,WilliamMoura37,Trump Lost. Bolsonaro Can’t Get Over It. https://t.co/xzDONNmNKl,2020-12-15 21:55:54+00:00,Brazil,Pro Biden
183,183,dutta_deepayan,"@Queenof92671041 @CRC57325971 @UN_Women most of women are doing violent activities publicly 

Search in twitter you may found the video where a huge mob of America  including 70% women showed their Ass in front of trump house

After Donald Trump's loss in election",2020-12-05 18:06:54+00:00,Iran,Pro Trump
184,184,AtharMansoor74,Can Biden heal a deeply fissured America? https://t.co/Nmv2uOVFSq,2020-11-16 10:49:56+00:00,South Korea,Pro Biden
185,185,fbj_dafeiji,@benshapiro I bought a hat for Sleepy Joe. . . https://t.co/HQyxq8NJln,2020-11-12 14:34:52+00:00,South Korea,Pro Trump
186,186,not3bad,"Some things won't change.

#Trump
#Biden https://t.co/cbmC28zT4w",2020-11-14 12:09:34+00:00,UK,Pro Biden
187,187,peterdevineManc,"Can the British Tories cope with their racist poster boy in the USA becoming a 'loser'?
#Biden2020 #BidenHarris2020 #DumpTrump https://t.co/ibJIErNaP3",2020-11-04 22:13:45+00:00,UK,Pro Biden
188,188,surendraphuyal,"A telling moment for me during this campaign came in Pittsburgh, when I chatted with Chuck Howenstein on the stoop of his terraced home. A Trump supporter in 2016, he voted for Joe Biden.",2020-11-08 07:32:07+00:00,China,Pro Biden
189,189,JenanJamal,Congratulations #JoeBiden 🎉🎉,2020-11-07 19:03:14+00:00,Israel,Pro Biden
190,190,SamCamargo21,"@abdalallinas @TheMotaRock @IvanDuque @JoeBiden @KamalaHarris No llores, no llores ☹️",2020-11-07 18:59:54+00:00,Brazil,Pro Biden
191,191,maxrick222,@IvankaTrump @realDonaldTrump We want Back Donald Trump! God bless American Again!,2020-10-24 15:42:45+00:00,Mexico,Pro Trump
192,192,charlesbigfoot,@RudyGiuliani @realDonaldTrump Great Rudy. This is a good fight. You and Mr Trump are the rights guys for this.,2020-12-08 15:06:10+00:00,Brazil,Pro Trump
193,193,meyya22,@sumanthraman @JoeBiden Who cares sir.. Reality is we can fall on anyone’s feet when it comes $$$ USD,2020-11-07 02:40:01+00:00,South Korea,Pro Biden
194,194,omarinajman,My frand DoLannd trump you lost #USElections,2020-11-05 02:46:25+00:00,Israel,Pro Trump
195,195,jimmydan81,@JuddPDeere45 @realDonaldTrump @WhiteHouse The EXIT door is there Donny! #ByeByeTrump https://t.co/M14mw50dJE,2020-11-13 21:04:05+00:00,UK,Pro Biden
196,196,ivaibhav1111,"@JoeBiden on brink of victory!
Few hours to go ..🤞🏻

#KeepTheFaith 
#ByeByeTrump 
#Election2020",2020-11-07 12:30:05+00:00,India,Pro Biden
197,197,Siva_gladiator1,"Mohd Siraj's story a similar one to @Natarajan_91. Excellent Second spell turned the match in India's favour. Will be an Trump card in second innings. 😎
#AUSvIND",2020-12-26 07:20:50+00:00,India,Pro Biden
198,198,EdwardMahala,"If you are an elected politician who refuses to wear a mask, you should be at the end of the vaccine line. #TrumpVirus #ByeDon #coronavirus #126Traitors #TrumpCrimeFamily #TrumpIsACompleteFailure #LoserOfTheCentury #LoserInChief #Trump2020 #racist https://t.co/uQZR0she1S",2020-12-21 16:04:17+00:00,Canada,Pro Biden
199,199,mickwheelz_,Hahahaha fuck around and find out #ByeTrump #Election2020,2020-11-07 16:45:01+00:00,UK,Pro Biden
200,200,BigBottomBlues,"Stamp out the Hatred, the Bigotry, and Vileness of the 🔴🔴🔴👈 Exercise Your Right to VOTE!  #goblue #votebluein2020 #BidenHarris2020 #voteblue2020 #votetorestoreorder #votetostampouthatred #votebluetosaveamerica #votebluenomatterwhat #votebluewave #vote
https://t.co/91rAGHt1tr",2020-10-22 08:13:21+00:00,UK,Pro Biden
201,201,pramodk57618345,Right sir🙏🙏🙏🙏 @JoeBiden https://t.co/CW5UnAvT4y,2020-12-24 00:47:08+00:00,India,Pro Biden
202,202,elolones21,@JoeBiden You cheated and you know it.,2020-11-11 03:05:32+00:00,Brazil,Pro Trump
203,203,AlinSileni,"@BorisJohnson @jacindaardern I vote for Mr Donald j Trump for another 4 years ,Is my mother Belive it or not https://t.co/lsU5J8Lvet",2020-10-18 23:04:46+00:00,Russia,Pro Trump
204,204,MarinaWalter99,UNSG @antonioguterres congratulates President-elect Joe Biden and Vice President-elect Kamala Harris highlighting the importance of the 🇺🇸 🇺🇳 partnership as an essential pillar of international cooperation needed to address today’s global challenges. https://t.co/4XmUf7Y1PA,2020-11-10 00:28:38+00:00,Brazil,Pro Biden
205,205,Kamlesh78972670,@JoeBiden Good morning,2020-12-18 01:45:58+00:00,India,Pro Biden
206,206,mo_bouhuweesh,@JoeBiden Good luck mr president,2020-12-27 01:28:03+00:00,Saudi Arabia,Pro Biden
207,207,64okutatabano39,@fiatlaxuclaedu Donald Trump is a simbol of devision‼️👹,2020-11-07 22:04:26+00:00,South Korea,Pro Biden
208,208,mps_mega,"@JoeBiden @DrBiden May the divine light of Tihar spread into your life and spread peace, happiness, prosperity,  profound health and a grand success. https://t.co/NLs6ltMDi3",2020-11-15 02:17:34+00:00,China,Pro Biden
209,209,RhydianL92,"@realDonaldTrump  claimed victory so many times over this past week, but not once has he thanked his supporters. Maybe they should be looking at this at reconsidering whether their “president” actually cares about them🤷‍♂️ #GetHimOut #ByeByeTrump #PresidentElectJoe #PresidentBiden https://t.co/nrRJTIKJbq",2020-11-08 04:16:17+00:00,UK,Pro Biden
210,210,leomaz10,@realDonaldTrump trump 2021 😂😂😂@AlMayadeenNews @ https://t.co/AJ8hsfv17H,2020-12-27 11:20:01+00:00,Ukraine,Pro Trump
211,211,WilliamNazaret,The political narrative respect to this pandemia is “infected” by the US President and his adversaries. Each trying to kidnap the crisis to their political advantage. Without Trump the call to “listen to science” would never have been so exaggerated. . https://t.co/mds71tHJCY,2020-10-22 18:02:55+00:00,Mexico,Pro Biden
212,212,ArthurJohannGe1,"President Trump: China and Russia are influencing the EU through Germany and NATO partner Turkey is on the Iranian side. The only thing missing was a fake pandemic that was cleverly used against you and all of America. With the pandemic puppet Biden, America will go under.",2020-11-11 18:24:52+00:00,Russia,Pro Trump
213,213,pradeeplovesall,@bikash63 @PashaSehgal @narendramodi In Democracy EVM is not successful they should go back to old ballot box voting system!,2020-11-10 13:44:53+00:00,Iran,Pro Trump
214,214,HowieWebster,"Not much. This is what's going to happen: Trump will never concede, he will not be at the inauguration, and he will continue (for more than the next four years) to claim the election was stolen from him. It's just so easy to predict what this Donald will always do. Bad at poker.",2020-11-22 16:09:58+00:00,Canada,Pro Trump
215,215,devilsdarks,@JoeBiden Congratulations on your victory and let's hope for a head-on fight against impunity and progress in the fight against America's setback in the hope that your country will be what it was and this will be a better world,2020-11-07 17:24:16+00:00,Mexico,Pro Biden
216,216,Guenot_,Dicks for Biden please @eww_donald,2020-11-08 03:30:47+00:00,Mexico,Pro Biden
217,217,Jeffrey18065784,"@StarinaJohnson @RealRLimbaugh @realDonaldTrump You can't lose by winning the Electoral College since it is only through the Electoral College that winning is defined. By the way, Trump, unlike Biden and company isn't an election theft. Like in 2016 you democrats are in for a unpleasant surprise.",2020-12-09 03:45:25+00:00,Canada,Pro Trump
218,218,Adam0mar,"A pissed off Trump is going to be in office for the next 90 days :/, that’s sadly a lot of time to do even more  damage to the world.",2020-11-07 16:44:09+00:00,Russia,Pro Trump
219,219,PainDetective,Pain and Donald Trump’s thumb signals that he’s delighted with himself. Self delusion is a terrible quality to have.@deonandan @michael_deforge @eandthed @TeamTrump https://t.co/XUHbDOIPJD,2020-11-24 02:45:21+00:00,Canada,Pro Biden
220,220,KC2YKN,@mtgreenee @newzealblog @realDonaldTrump Cause @realDonaldTrump said he was going to drain the swamp but in fact he hired people from the swamp. Ex: #Bolton #Pompeo et. al. BTW #Netanyahu was among the first to congratulate #Biden on 11/08 https://t.co/Sz3VZWSgFc,2020-12-16 02:37:28+00:00,Canada,Pro Biden
221,221,Jbridgeman12,Trump is going to get absolutely trampled on come November 3rd. Landslide is coming. Lets go joe!! #teambiden https://t.co/itSoON19Ow,2020-09-29 18:07:27+00:00,UK,Pro Biden
222,222,gavbon86,"If you know, you know 😂😂😂 #TrumpMeltdown #ByeByeTrump #TrumpTantrum https://t.co/scRTmGgBGz",2020-11-08 02:25:26+00:00,UK,Pro Biden
